sample_id	study	country	samplingSite	ena_accession	collectionDate	samplePreparation	totalBases	basesMapped	basesDuplicated	averageReadLength	averageQuality	basesof1xCoverage	basesof5xCoverage	basesof10xCoverage	basesof50xCoverage	meanCoverage	insertSizeAverage	insertSizeStandardDeviation	PercentCallableGATK	latitude	longitude
PH0878-C	1052	Cambodia	Ratanakiri	ERS174479	2012-07-17		1382289400.0	1271069400.0	24299300.0	100.0	35.5	22860746.0	22509708.0	21981205.0	13023763.0	54.81	240.6	79.3	90.63	13.86208	107.097015
PH0879-C	1052	Cambodia	Ratanakiri	ERS174480	2012-07-19		2574339600.0	2379841600.0	49355100.0	100.0	35.5	22943425.0	22750656.0	22541131.0	18616264.0	103.01	240.9	79.4	91.71	13.86208	107.097015
PH0880-C	1052	Cambodia	Ratanakiri	ERS174481	2012-07-23		1590476600.0	1448887800.0	27497300.0	100.0	35.5	22875856.0	22555726.0	22111077.0	14229999.0	62.34	249.5	87.8	90.93	13.86208	107.097015
PH0882-C	1052	Cambodia	Ratanakiri	ERS174482	2012-07-28		1338734000.0	1212909300.0	22568000.0	100.0	35.5	22959869.0	22617415.0	22010883.0	12393223.0	52.53	256.1	81.3	90.95	13.86208	107.097015
PH0885-Cx	1052	Cambodia	Ratanakiri	ERS336398			439824200.0	312723400.0	2951900.0	100.0	34.3	22331926.0	19061244.0	14514690.0	28849.0	13.64	234.8	65.1	75.09	13.86208	107.097015
PH0886-C	1052	Cambodia	Pailin	ERS174567			1118528200.0	989652500.0	19281200.0	100.0	35.2	22826692.0	22463947.0	21835244.0	8443712.0	42.86	228.3	74.7	90.55	12.899497	102.629356
PH0887-C	1052	Cambodia	Pailin	ERS174568			2017418000.0	1886116000.0	37310100.0	100.0	35.3	22838852.0	22626386.0	22415182.0	18056365.0	82.34	228.3	73.3	91.42	12.899497	102.629356
PH0888-C	1052	Cambodia	Pailin	ERS174569			582269000.0	478984200.0	8610100.0	100.0	35.1	22722473.0	21693637.0	19302257.0	215689.0	21.08	225.2	73.8	86.74	12.899497	102.629356
PH0889-C	1052	Cambodia	Pailin	ERS174570			1107439400.0	951594900.0	16204700.0	100.0	35.0	22826139.0	22406506.0	21641316.0	8272298.0	41.24	224.8	77.0	90.26	12.899497	102.629356
PH0890-C	1052	Cambodia	Pailin	ERS174571			1429647000.0	1265100000.0	23790800.0	100.0	35.0	22858335.0	22545325.0	21979139.0	12563700.0	54.68	246.5	83.1	90.84	12.899497	102.629356
PH0891-Cx	1052	Cambodia	Pailin	ERS336376			4657832000.0	4285553000.0	84826200.0	100.0	35.0	22765181.0	22234003.0	21635067.0	17207676.0	175.79	242.1	64.4	89.65	12.899497	102.629356
PH0892-C	1052	Cambodia	Pailin	ERS174572			1198949600.0	1022258900.0	18155400.0	100.0	35.0	22983116.0	22568835.0	21673254.0	9408785.0	43.95	252.4	90.6	90.66	12.899497	102.629356
PH0893-C	1052	Cambodia	Pailin	ERS174573			1847155600.0	822843000.0	14156800.0	100.0	34.7	22792285.0	22183692.0	20991576.0	5485776.0	35.89	243.3	78.3	89.18	12.899497	102.629356
PH0894-C	1052	Cambodia	Pailin	ERS174574			3026420600.0	2814236100.0	56798200.0	100.0	35.1	22888741.0	22726680.0	22572637.0	19956572.0	122.3	224.9	69.1	91.69	12.899497	102.629356
PH0895-C	1052	Cambodia	Pailin	ERS174483			494468400.0	429038500.0	7070300.0	100.0	35.4	22665643.0	21223342.0	18070325.0	112276.0	18.93	242.2	77.9	84.75	12.899497	102.629356
PH0896-C	1052	Cambodia	Pailin	ERS174511			954972400.0	856477500.0	16642700.0	100.0	35.2	22797483.0	22328947.0	21416000.0	5825151.0	37.18	237.5	79.7	89.97	12.899497	102.629356
PH0898-C	1052	Cambodia	Pailin	ERS174575			2762107200.0	2569051900.0	51582700.0	100.0	35.1	22906418.0	22703793.0	22478958.0	19020943.0	111.46	230.0	73.7	91.61	12.899497	102.629356
PH0899-C	1052	Cambodia	Pailin	ERS174512			1128633000.0	1017985000.0	21642500.0	100.0	35.2	22824928.0	22405402.0	21636929.0	10153588.0	44.29	245.5	87.3	90.27	12.899497	102.629356
PH0900-C	1052	Cambodia	Pailin	ERS174576			1305266600.0	1144200800.0	19798700.0	100.0	35.0	22820921.0	22344829.0	21498122.0	11827944.0	49.72	247.1	78.5	89.93	12.899497	102.629356
PH0901-C	1052	Cambodia	Pailin	ERS174484			636366800.0	519768700.0	8823400.0	100.0	35.5	22746304.0	21544764.0	19018870.0	274381.0	22.85	241.1	76.4	86.12	12.899497	102.629356
PH0902-C	1052	Cambodia	Pailin	ERS174485			588834200.0	486306900.0	8569600.0	100.0	35.4	22711329.0	21619650.0	19021006.0	217231.0	21.41	238.7	77.0	86.47	12.899497	102.629356
PH0903-C	1052	Cambodia	Pailin	ERS174486			1007087000.0	853925200.0	14016500.0	100.0	35.5	22912369.0	22440860.0	21708074.0	5569933.0	37.27	225.9	75.7	90.57	12.899497	102.629356
PH0904-C	1052	Cambodia	Pailin	ERS174487			401227600.0	327930600.0	5503900.0	100.0	35.5	22625234.0	20779843.0	16405484.0	62187.0	14.49	238.1	75.5	82.5	12.899497	102.629356
PH0905-C	1052	Cambodia	Pailin	ERS174488			983298000.0	853858200.0	14135500.0	100.0	35.5	22939134.0	22516402.0	21706848.0	5820158.0	37.16	245.2	76.8	90.53	12.899497	102.629356
PH0906-C	1052	Cambodia	Pailin	ERS174489			646093600.0	524721700.0	8877300.0	100.0	35.5	22843706.0	21907288.0	19699277.0	277872.0	22.97	243.4	79.0	87.69	12.899497	102.629356
PH0907-C	1052	Cambodia	Pailin	ERS174577			949589800.0	809207600.0	13434900.0	100.0	35.0	22773565.0	22130144.0	20911363.0	4992387.0	35.53	234.5	76.2	88.97	12.899497	102.629356
PH0908-C	1052	Cambodia	Pailin	ERS174578			1227333800.0	1088588100.0	19515100.0	100.0	35.1	22810686.0	22300171.0	21389825.0	10818049.0	46.54	244.5	82.3	89.73	12.899497	102.629356
PH0909-C	1052	Cambodia	Pailin	ERS174490			312511000.0	238585900.0	3772800.0	100.0	35.4	22409476.0	18865480.0	12247889.0	21860.0	10.65	245.6	84.9	74.29	12.899497	102.629356
PH0910-C	1052	Cambodia	Pailin	ERS174491			399656000.0	303039800.0	4963900.0	100.0	35.3	22589394.0	19975829.0	14807592.0	98889.0	13.42	249.5	84.8	78.47	12.899497	102.629356
PH0911-Cx	1052	Cambodia	Pailin	ERS336382			339465800.0	264630800.0	3875100.0	100.0	34.8	21662009.0	15952700.0	10357525.0	167995.0	11.58	238.1	73.7	62.13	12.899497	102.629356
PH0912-C	1052	Cambodia	Pailin	ERS174492			827245600.0	727843900.0	13399800.0	100.0	35.5	22778189.0	22206091.0	21046597.0	2344365.0	31.95	240.7	77.7	89.44	12.899497	102.629356
PH0915-C	1052	Cambodia	Pailin	ERS174579			2006086400.0	1824203400.0	32617000.0	100.0	35.1	22881364.0	22646421.0	22346262.0	16676678.0	79.03	246.0	86.4	91.36	12.899497	102.629356
PH0916-C	1052	Cambodia	Pailin	ERS174580			2027766400.0	1805409700.0	35533000.0	100.0	35.1	22973134.0	22707010.0	22301251.0	16253151.0	77.87	240.3	78.1	91.48	12.899497	102.629356
PH0917-Cx	1052	Cambodia	Pursat	ERS336365			3810620800.0	3438072200.0	81038400.0	100.0	34.5	22977228.0	22498221.0	21901659.0	16752359.0	144.46	237.3	62.5	90.5	12.372197	103.633575
PH0918-Cx	1052	Cambodia	Pursat	ERS336359			1154253600.0	1063532200.0	420550300.0	100.0	34.3	21711117.0	16594334.0	11742047.0	1464452.0	18.58	246.7	67.4	65.61	12.372197	103.633575
PH0919-C	1052	Cambodia	Pursat	ERS193641	2012-08-29		670028200.0	583940800.0	10602900.0	100.0	35.5	22903221.0	22342962.0	21305691.0	235526.0	25.5	224.4	71.4	89.94	12.372197	103.633575
PH0920-Cx	1052	Cambodia	Pursat	ERS336377			1227412600.0	1169311200.0	341833600.0	100.0	34.6	22090737.0	18875331.0	15468981.0	2876760.0	27.02	243.5	70.0	75.38	12.372197	103.633575
PH0921-C	1052	Cambodia	Preah Vihear	ERS193646	2012-08-17		245707400.0	178636700.0	2824300.0	100.0	35.1	22423618.0	17557456.0	6706027.0	11437.0	7.97	231.6	79.0	66.71	14.019356	104.842071
PH0923-Cx	1052	Cambodia	Preah Vihear	ERS336383			417915800.0	385289100.0	11176700.0	100.0	34.7	21075717.0	16013738.0	11801988.0	1064196.0	16.56	234.6	63.8	63.67	14.019356	104.842071
PH0924-C	1052	Cambodia	Preah Vihear	ERS193651	2012-08-21		744931400.0	553822300.0	10327000.0	100.0	35.2	22752796.0	22177541.0	20878565.0	273137.0	23.88	234.3	81.8	89.28	14.019356	104.842071
PH0925-C	1052	Cambodia	Preah Vihear	ERS193656	2012-08-26		2223490600.0	1971381900.0	43247900.0	100.0	35.5	22889749.0	22683400.0	22523585.0	19724173.0	85.07	233.7	80.9	91.53	14.019356	104.842071
PH0926-C	1052	Cambodia	Preah Vihear	ERS193661	2012-08-30		819038600.0	661525500.0	10749000.0	100.0	35.4	22778725.0	22332423.0	21596130.0	485312.0	28.62	233.3	75.7	90.21	14.019356	104.842071
PH0927-C	1052	Cambodia	Preah Vihear	ERS193666	2012-08-30		1667356600.0	1537957000.0	25715800.0	100.0	35.6	22869702.0	22647917.0	22446923.0	17178326.0	66.82	237.2	77.6	91.47	14.019356	104.842071
PH0928-C	1052	Cambodia	Preah Vihear	ERS193671	2012-09-01		1693212600.0	1500887100.0	28167500.0	100.0	35.5	22781244.0	22543212.0	22326633.0	16730626.0	65.46	239.5	78.5	90.98	14.019356	104.842071
PH0929-C	1052	Cambodia	Preah Vihear	ERS193676	2012-09-03		480888800.0	393762300.0	5991900.0	100.0	35.4	22675821.0	21816135.0	19291119.0	64214.0	17.36	232.5	77.7	87.51	14.019356	104.842071
PH0930-Cx	1052	Cambodia	Preah Vihear	ERS336395			544257400.0	461896500.0	75219900.0	100.0	33.9	20910373.0	13720575.0	8029657.0	652015.0	12.12	243.1	69.4	53.63	14.019356	104.842071
PH0931-C	1052	Cambodia	Preah Vihear	ERS193622	2012-09-09		2269523400.0	2106209000.0	40588400.0	100.0	35.9	22932608.0	22658871.0	22480582.0	19418157.0	90.78	238.3	80.9	91.47	14.019356	104.842071
PH0932-C	1052	Cambodia	Preah Vihear	ERS193627	2012-09-16		740213600.0	640289000.0	10151500.0	100.0	35.8	22805273.0	22205759.0	21039210.0	595691.0	27.72	245.2	85.8	89.45	14.019356	104.842071
PH0933-C	1052	Cambodia	Ratanakiri	ERS193632	2012-08-16		1807645400.0	1672335100.0	30056100.0	100.0	35.9	22845344.0	22609582.0	22389974.0	17526755.0	72.35	233.8	79.3	91.31	13.86208	107.097015
PH0935-C	1052	Cambodia	Ratanakiri	ERS193637	2012-08-23		2749043200.0	2392114500.0	56344100.0	100.0	35.9	23041870.0	22850624.0	22664606.0	19660793.0	102.92	240.4	80.7	92.17	13.86208	107.097015
PH0936-C	1052	Cambodia	Ratanakiri	ERS193642	2012-09-09		610910000.0	524522700.0	8329700.0	100.0	35.9	22774125.0	22079142.0	20391959.0	167731.0	22.61	240.2	83.0	88.69	13.86208	107.097015
PH0937-C	1052	Cambodia	Ratanakiri	ERS193647	2012-09-11		541492800.0	436389200.0	6367600.0	100.0	35.8	22763590.0	21829449.0	19417579.0	84027.0	19.17	239.2	77.7	87.31	13.86208	107.097015
PH0938-C	1052	Cambodia	Ratanakiri	ERS193652	2012-09-12		389182000.0	304398600.0	5851800.0	100.0	35.5	22816043.0	20485177.0	15446695.0	37318.0	13.34	237.4	77.0	80.43	13.86208	107.097015
PH0939-C	1052	Cambodia	Ratanakiri	ERS193657	2012-09-13		508170400.0	419010000.0	6497500.0	100.0	35.7	22687725.0	21528611.0	18853277.0	52360.0	18.41	242.1	85.7	86.58	13.86208	107.097015
PH0940-Cx	1052	Cambodia	Ratanakiri	ERS336371			485596600.0	393254100.0	41774700.0	100.0	33.8	21285609.0	14781002.0	9314164.0	355722.0	11.69	245.1	67.3	57.9	13.86208	107.097015
PH0941-C	1052	Cambodia	Ratanakiri	ERS193662	2012-09-13		401961200.0	319278400.0	4928000.0	100.0	35.7	22837069.0	21034974.0	16436881.0	31491.0	13.98	245.6	90.4	83.11	13.86208	107.097015
PH0942-Cx	1052	Cambodia	Ratanakiri	ERS336393			270956600.0	196177600.0	1379900.0	100.0	37.3	20957057.0	14121995.0	8406627.0	40626.0	9.36	240.8	65.7	56.09	13.86208	107.097015
PH0976-C	1052	Cambodia	Preah Vihear	ERS224907	2012-09-18		504683400.0	376551200.0	9039800.0	100.0	34.6	22681257.0	21583375.0	18977051.0	30279.0	16.6	222.1	74.0	86.54	14.019356	104.842071
PH0979-C	1052	Cambodia	Preah Vihear	ERS224912	2012-09-21		3406819800.0	3175272100.0	74658400.0	100.0	35.2	22898126.0	22726937.0	22597482.0	21303376.0	137.78	242.0	78.7	91.65	14.019356	104.842071
PH0980-C	1052	Cambodia	Preah Vihear	ERS224917	2012-09-24		461604400.0	352266000.0	6745700.0	100.0	34.9	22634043.0	21259551.0	17832235.0	28100.0	15.56	224.7	74.5	84.75	14.019356	104.842071
PH0981-C	1052	Cambodia	Preah Vihear	ERS224922	2012-09-25		383837400.0	264326600.0	4215400.0	100.0	34.9	22573035.0	20329041.0	14278543.0	24426.0	11.71	228.5	76.2	79.77	14.019356	104.842071
PH0982-C	1052	Cambodia	Preah Vihear	ERS224868	2012-09-26		683242000.0	530972400.0	10880400.0	100.0	34.7	22736670.0	21963243.0	20319903.0	183268.0	23.35	237.4	79.1	88.11	14.019356	104.842071
PH0983-C	1052	Cambodia	Preah Vihear	ERS224873	2012-09-27		748460600.0	596301100.0	11150600.0	100.0	34.7	22738526.0	22204244.0	21284917.0	208280.0	25.91	233.3	80.2	89.58	14.019356	104.842071
PH0984-C	1052	Cambodia	Preah Vihear	ERS224878	2012-09-29		2531620600.0	2320287600.0	72454600.0	100.0	35.0	22829373.0	22605854.0	22427818.0	20333931.0	100.88	229.0	78.6	91.32	14.019356	104.842071
PH0985-C	1052	Cambodia	Preah Vihear	ERS224883	2012-10-01		2444591600.0	2222055000.0	60176800.0	100.0	35.0	22856462.0	22667469.0	22504259.0	20220393.0	96.64	230.5	76.4	91.43	14.019356	104.842071
PH0986-C	1052	Cambodia	Pailin	ERS199592			2123235400.0	1951811300.0	41495000.0	100.0	35.4	22908844.0	22718469.0	22564468.0	19227077.0	84.42	282.7	80.6	91.6	12.899497	102.629356
PH0987-C	1052	Cambodia	Pailin	ERS199597			1010809800.0	876931600.0	16345700.0	100.0	35.4	22855042.0	22541923.0	22000484.0	5216319.0	37.95	276.9	77.5	90.81	12.899497	102.629356
PH0989-C	1052	Cambodia	Pailin	ERS199602			1640627400.0	1352624300.0	29462900.0	100.0	35.4	22882886.0	22622321.0	22283063.0	14232667.0	58.42	279.6	81.2	91.25	12.899497	102.629356
PH0990-C	1052	Cambodia	Pailin	ERS199607			1632522400.0	1351041400.0	29677900.0	100.0	35.4	22857521.0	22615062.0	22351103.0	15168662.0	58.76	265.8	72.0	91.31	12.899497	102.629356
PH0991-C	1052	Cambodia	Pailin	ERS199612			611447400.0	487037300.0	8562600.0	100.0	35.3	22771415.0	22153069.0	20492233.0	228635.0	21.39	266.1	72.7	89.03	12.899497	102.629356
PH0994-C	1052	Cambodia	Pailin	ERS199617			1258996600.0	1112049500.0	19909600.0	100.0	35.4	22893145.0	22629509.0	22250521.0	11365135.0	48.25	276.1	74.8	91.32	12.899497	102.629356
PH0996-C	1052	Cambodia	Pailin	ERS199622			481616600.0	370615600.0	5254200.0	100.0	35.2	22730794.0	21530919.0	18266681.0	64284.0	16.3	281.2	68.3	86.15	12.899497	102.629356
PH0997-C	1052	Cambodia	Pailin	ERS199627			1079067000.0	928822000.0	17167700.0	100.0	35.4	22858722.0	22367435.0	21418565.0	8427151.0	40.63	279.4	79.6	90.06	12.899497	102.629356
PH0999-C	1052	Cambodia	Pailin	ERS199632			504213000.0	403011200.0	6028300.0	100.0	35.3	22766871.0	21740499.0	18830598.0	99768.0	17.7	288.9	86.1	86.95	12.899497	102.629356
PH1000-C	1052	Cambodia	Pailin	ERS224914			1371359000.0	1184118100.0	17919600.0	100.0	34.3	22853259.0	22592162.0	22346463.0	13245389.0	51.49	231.8	77.4	91.17	12.899497	102.629356
PH1001-C	1052	Cambodia	Pailin	ERS224869			2609356800.0	2363306800.0	42405300.0	100.0	34.4	22872774.0	22677743.0	22534001.0	20845700.0	102.68	237.2	81.7	91.58	12.899497	102.629356
PH1002-C	1052	Cambodia	Pailin	ERS199637			993599200.0	835564800.0	15337600.0	100.0	35.3	22805352.0	22458911.0	21940673.0	3868761.0	36.63	267.8	70.2	90.77	12.899497	102.629356
PH1003-C	1052	Cambodia	Pailin	ERS224889			880316200.0	720731700.0	10511600.0	100.0	34.2	22837717.0	22441949.0	21784708.0	1281430.0	31.27	229.8	77.9	90.48	12.899497	102.629356
PH1007-C	1052	Cambodia	Preah Vihear	ERS224875	2012-10-26		305091800.0	189554800.0	2656000.0	100.0	34.8	22530719.0	18653626.0	8116870.0	8905.0	8.41	231.3	79.6	71.55	14.019356	104.842071
PH1136-C	1052	Cambodia	Pailin	ERS347470	2011-06-30		572506200.0	397858400.0	3775000.0	100.0	35.9	22482666.0	19894462.0	16206943.0	123293.0	17.64	235.6	84.5	78.35	12.899497	102.629356
PH1137-C	1052	Cambodia	Pailin	ERS347478	2011-12-01		672522800.0	487856900.0	5243800.0	100.0	37.3	22493896.0	19943960.0	16794223.0	352921.0	21.69	279.7	81.8	79.24	12.899497	102.629356
PH1138-C	1052	Cambodia	Pailin	ERS347486	2011-12-16		301150400.0	187713400.0	1551100.0	100.0	37.4	21022070.0	14808211.0	9078091.0	29286.0	8.93	260.4	67.5	58.36	12.899497	102.629356
PM0001-C	1001	Mali	Kolle	ERS010381,ERS010382			1744336080.0	1589967180.0	2318173.0	36.0	24.7	22680376.0	20735422.0	18771763.0	11652613.0	69.27	168.0	75.2	73.77	12.5546	-7.99805
PM0002-C	1001	Mali	Kolle	ERS010383,ERS010384			529136784.0	445178628.0	292829.0	36.0	24.6	20215145.0	14827428.0	11736264.0	2193816.0	22.0	168.7	50.1	49.45	12.5546	-7.99805
PM0003-C	1001	Mali	Kolle	ERS010385,ERS010386			1457528642.0	1303990519.0	1365911.0	37.0	25.2	22413895.0	19967348.0	17754195.0	10237977.0	57.3	161.1	45.6	73.54	12.5546	-7.99805
PM0004-C	1001	Mali	Kolle	ERS010612			737411432.0	454615356.0	779178.0	76.0	29.7	22073671.0	18574309.0	15295838.0	1231356.0	20.6	232.8	58.5	69.88	12.5546	-7.99805
PM0005-C	1001	Mali	Kolle	ERS010387,ERS010388			1038463272.0	850696992.0	1141734.0	36.0	23.7	21460881.0	17242981.0	14615925.0	6322636.0	39.14	154.1	48.8	57.78	12.5546	-7.99805
PM0006-C	1001	Mali	Kolle	ERS010304,ERS010510,ERS010607			5613945808.0	4789754840.0	4146062.0	76.0	26.9	22877005.0	21322440.0	19955362.0	15387034.0	204.06	374.9	56.5	81.08	12.5546	-7.99805
PM0007-C	1001	Mali	Kolle	ERS010302,ERS010417			1818625258.0	1232399404.0	6073303.0	37.0	26.0	19641468.0	15444924.0	13228320.0	6737102.0	60.6	150.5	55.6	55.49	12.5546	-7.99805
PM0008-C	1001	Mali	Faladje	ERS010303,ERS010418			1886193622.0	1469793328.0	9318015.0	37.0	26.5	17950738.0	13836032.0	11944286.0	6837747.0	76.17	171.9	45.5	49.31	13.13889	-8.33778
PM0009-C	1001	Mali	Faladje	ERS010306,ERS010419			4131391352.0	3297637256.0	21794870.0	36.0	26.8	22697058.0	20921731.0	19133268.0	12988748.0	126.71	256.8	83.5	77.0	13.13889	-8.33778
PM0014-C	1001	Mali	Faladje	ERS010305			2606075418.0	2243735107.0	14466410.0	36.0	26.8	23041431.0	22019667.0	20743276.0	13416436.0	93.9	283.9	120.5	83.34	13.13889	-8.33778
PM0015-C	1001	Mali	Faladje	ERS010185			647567676.0	465472656.0	335881.0	54.0	30.7	20737829.0	14854450.0	11400476.0	1963084.0	22.22	275.4	124.7	54.89	13.13889	-8.33778
PM0017-C	1001	Mali	Faladje	ERS010613			2499665688.0	2073971220.0	4369485.0	76.0	34.3	21841468.0	19220182.0	17547398.0	12809499.0	93.86	245.7	46.8	74.81	13.13889	-8.33778
PM0018-C	1001	Mali	Faladje	ERS010474			633293692.0	371470770.0	402845.0	63.0	28.2	19316791.0	10826716.0	7431554.0	1709160.0	18.87	350.5	139.5	37.8	13.13889	-8.33778
PM0019-C	1001	Mali	Faladje	ERS010562			1012376240.0	430733800.0	404617.0	76.0	28.5	16856621.0	10377531.0	7344051.0	1998021.0	24.38	361.3	122.7	36.84	13.13889	-8.33778
PM0020-C	1001	Mali	Faladje	ERS010563			2724143544.0	2135090876.0	573865.0	76.0	29.7	23068892.0	22892199.0	22783175.0	20454064.0	91.91	271.9	55.6	90.85	13.13889	-8.33778
PM0021-C	1001	Mali	Faladje	ERS010614			1534794160.0	927126736.0	453273.0	76.0	25.1	22844835.0	21807114.0	20338051.0	6810913.0	40.47	235.0	45.3	85.09	13.13889	-8.33778
PM0022-C	1001	Mali	Faladje	ERS010389,ERS010390			1256446000.0	1122501856.0	1587422.0	37.0	27.3	21716440.0	18499964.0	16277061.0	8713401.0	51.12	177.5	48.4	69.28	13.13889	-8.33778
PM0023-C	1001	Mali	Faladje	ERS010391,ERS010392			791435160.0	672462792.0	657533.0	36.0	22.4	22461612.0	19493698.0	16604887.0	3933234.0	29.74	182.6	51.1	63.62	13.13889	-8.33778
PM0024-C	1001	Mali	Faladje	ERS010476			745209360.0	435375208.0	498666.0	65.0	28.5	17747798.0	10799367.0	8101516.0	2042193.0	23.69	422.1	198.1	38.72	13.13889	-8.33778
PM0025-C	1001	Mali	Faladje	ERS010564			1109409544.0	513637336.0	612147.0	76.0	28.1	16456872.0	9978373.0	7091800.0	2230689.0	28.82	347.8	113.1	34.77	13.13889	-8.33778
PM0026-C	1001	Mali	Faladje	ERS010615			897611832.0	480966532.0	210092.0	76.0	27.2	23047897.0	22083733.0	18529641.0	1159107.0	20.87	238.2	45.7	85.52	13.13889	-8.33778
PM0029-C	1001	Mali	Kolle	ERS010565			1496239208.0	574014472.0	1548176.0	76.0	28.4	14223210.0	9063390.0	7155223.0	2976573.0	38.03	344.7	65.7	32.6	12.5546	-7.99805
PM0033-C	1001	Mali	Kolle	ERS010393,ERS010394			1153884368.0	817178476.0	929317.0	46.0	26.4	19442005.0	14203218.0	11727905.0	4641017.0	41.03	181.4	59.8	50.93	12.5546	-7.99805
PM0034-C	1001	Mali	Kolle	ERS010566			2282583088.0	1162775908.0	1778070.0	76.0	29.3	18485003.0	13373528.0	11673006.0	7295288.0	60.53	392.1	54.0	50.46	12.5546	-7.99805
PM0036-C	1001	Mali	Kolle	ERS010567			2652253472.0	1328418744.0	2447110.0	76.0	29.4	18672554.0	13778362.0	11477330.0	5907148.0	61.43	299.2	95.1	51.29	12.5546	-7.99805
PM0037-C	1001	Mali	Kolle	ERS010568,ERS010609			1388577608.0	606886068.0	398898.0	76.0	26.1	19814718.0	14264025.0	11886853.0	3503983.0	30.46	397.7	101.1	51.82	12.5546	-7.99805
PM0038-C	1001	Mali	Kolle	ERS010395,ERS010396			2256379744.0	1478139972.0	1337151.0	57.0	24.3	23062140.0	21541423.0	19543227.0	10492621.0	62.9	187.7	72.9	77.76	12.5546	-7.99805
PM0039-C	1001	Mali	Kolle	ERS010397,ERS010398			741456468.0	658933629.0	747124.0	37.0	27.5	21742873.0	17848510.0	14938167.0	3723161.0	29.87	157.8	51.5	66.37	12.5546	-7.99805
PM0040-C	1001	Mali	Kolle	ERS010307			2502215640.0	1651135364.0	19222890.0	36.0	21.4	22911482.0	21228823.0	19340087.0	11695785.0	70.69	314.0	92.1	69.57	12.5546	-7.99805
PM0041-C	1001	Mali	Kolle	ERS010475			813694416.0	423971118.0	566863.0	64.0	27.7	13403264.0	8697754.0	6479598.0	1818719.0	29.53	441.4	452.1	30.07	12.5546	-7.99805
PM0042-C	1001	Mali	Kolle	ERS010399,ERS010400			5195662744.0	3815587500.0	4936496.0	65.0	27.7	23077450.0	22069118.0	20851898.0	14992310.0	145.86	199.4	99.4	83.33	12.5546	-7.99805
PM0043-C	1001	Mali	Kolle	ERS010569			1228524648.0	323792756.0	314431.0	76.0	25.1	15757684.0	9667871.0	6838747.0	1453820.0	20.26	331.1	96.0	33.94	12.5546	-7.99805
PM0047-C	1001	Mali	Kolle	ERS010184			2582331840.0	2272798008.0	1790204.0	54.0	30.5	22916751.0	21799815.0	20377510.0	13411419.0	94.13	209.7	108.9	83.83	12.5546	-7.99805
PM0048-C	1001	Mali	Kolle	ERS010021			4400211064.0	3948350100.0	1580657.0	76.0	32.5	23134442.0	22965554.0	22849086.0	20804397.0	166.4	254.5	103.0	90.89	12.5546	-7.99805
PM0049-C	1001	Mali	Kolle	ERS010651			5119356656.0	4718168464.0	1028153.0	76.0	30.7	23166508.0	22974578.0	22864441.0	22433913.0	202.71	202.7	89.5	90.4	12.5546	-7.99805
PM0051-C	1001	Mali	Kolle	ERS154521			655429200.0	520785800.0	54234.0	100.0	34.5	21239286.0	17393946.0	14699518.0	2132109.0	24.52	261.2	71.0	68.26	12.5546	-7.99805
PM0054-C	1001	Mali	Kolle	ERS010037			996829832.0	796801176.0	237678.0	76.0	31.3	23110275.0	22824146.0	22492076.0	1737354.0	34.48	278.2	48.6	90.28	12.5546	-7.99805
PM0058-C	1001	Mali	Kolle	ERS154508			612775600.0	450903300.0	51132.0	100.0	34.7	20861017.0	16816298.0	13980024.0	823316.0	21.0	261.0	67.7	65.83	12.5546	-7.99805
PM0060-C	1001	Mali	Kolle	ERS154469			310983200.0	207327800.0	17107.0	100.0	35.5	20080689.0	13510817.0	8425687.0	97855.0	10.32	283.3	82.2	51.7	12.5546	-7.99805
PM0062-C	1001	Mali	Kolle	ERS010661			3654139128.0	3317894000.0	1076934.0	76.0	33.0	23011000.0	22306966.0	21455914.0	16599210.0	141.5	191.8	61.6	87.93	12.5546	-7.99805
PM0063-C	1001	Mali	Kolle	ERS010662			438101848.0	340703288.0	109300.0	76.0	34.2	21157520.0	16525021.0	12911421.0	402418.0	16.1	183.9	59.2	63.8	12.5546	-7.99805
PM0064-C	1001	Mali	Kolle	ERS010663			3189434240.0	2925342752.0	1042068.0	76.0	33.3	23190668.0	22923603.0	22518894.0	18324302.0	125.23	211.9	68.8	90.75	12.5546	-7.99805
PM0068-C	1001	Mali	Kolle	ERS154470			444728000.0	333341300.0	24271.0	100.0	35.7	21035926.0	16988997.0	13640070.0	111371.0	15.85	272.2	77.0	66.85	12.5546	-7.99805
PM0070-C	1001	Mali	Kolle	ERS154471			216785200.0	121147000.0	7095.0	100.0	35.4	19325735.0	11468129.0	4237827.0	6861.0	6.27	270.7	73.4	44.39	12.5546	-7.99805
PM0071-C	1001	Mali	Kolle	ERS010026			3294383856.0	3082093816.0	1343277.0	76.0	33.5	23074405.0	22884579.0	22728623.0	20654048.0	132.01	238.7	83.6	90.47	12.5546	-7.99805
PM0072-C	1001	Mali	Kolle	ERS010027			2674156520.0	2404992108.0	1745646.0	76.0	34.2	23199752.0	22691756.0	21846175.0	15361674.0	102.31	346.0	793.4	88.9	12.5546	-7.99805
PM0073-C	1001	Mali	Kolle	ERS157497			2182804800.0	2027092900.0	375279.0	100.0	35.8	23079242.0	22841407.0	22528165.0	17416889.0	87.42	247.9	79.7	91.78	12.5546	-7.99805
