sample_id	study	country	samplingSite	ena_accession	collectionDate	samplePreparation	totalBases	basesMapped	basesDuplicated	averageReadLength	averageQuality	basesof1xCoverage	basesof5xCoverage	basesof10xCoverage	basesof50xCoverage	meanCoverage	insertSizeAverage	insertSizeStandardDeviation	PercentCallableGATK	latitude	longitude
PF0799-C	1094	Ghana	Kassena	ERS360504	2013-08-26		2915099600.0	2719350400.0	31909500.0	100.0	36.1	23055304.0	22811309.0	22484097.0	18481920.0	116.7	239.2	89.4	91.59	10.885568	-1.086617
PF0800-C	1094	Ghana	Kassena	ERS360512	2013-08-27		3463273200.0	3181133400.0	39277600.0	100.0	36.1	23163857.0	22963159.0	22692051.0	19301329.0	136.17	266.3	96.1	92.24	10.885568	-1.086617
PF0801-C	1094	Ghana	Kassena	ERS360520	2013-08-27		3531469400.0	3304740800.0	40662800.0	100.0	36.2	23064552.0	22850968.0	22584230.0	19609092.0	142.81	227.1	74.8	91.83	10.885568	-1.086617
PF0802-C	1094	Ghana	Kassena	ERS360528	2013-09-28		3149920200.0	2913873000.0	35988700.0	100.0	36.2	22938697.0	22640733.0	22270188.0	18750867.0	126.44	250.3	87.1	90.96	10.885568	-1.086617
PF0803-C	1094	Ghana	Kassena	ERS360536	2013-09-28		3168198000.0	2951249200.0	39550800.0	100.0	36.5	22829851.0	22409788.0	21929208.0	18277193.0	128.1	230.3	76.1	89.95	10.885568	-1.086617
PF0804-C	1094	Ghana	Kassena	ERS360544	2013-08-30		2667292000.0	2489523600.0	46587100.0	100.0	37.0	23102142.0	22823429.0	22478193.0	18779357.0	107.74	236.3	84.0	91.67	10.885568	-1.086617
PF0805-C	1094	Ghana	Kassena	ERS360552	2013-09-02		2535476000.0	2371648000.0	29390700.0	100.0	36.1	23111861.0	22667383.0	22094475.0	17021146.0	100.49	250.5	89.4	90.77	10.885568	-1.086617
PF0806-C	1094	Ghana	Kassena	ERS360560	2013-09-02		3521511600.0	3225818100.0	41612200.0	100.0	36.4	23109850.0	22822166.0	22468360.0	19220545.0	138.73	236.2	81.0	91.58	10.885568	-1.086617
PF0807-C	1094	Ghana	Kassena	ERS360568	2013-09-02		4005049400.0	3768137900.0	43748800.0	100.0	35.9	23025053.0	22732277.0	22374271.0	19280408.0	163.58	243.8	82.7	91.23	10.885568	-1.086617
PF0808-C	1094	Ghana	Kassena	ERS360576	2013-09-03		677368000.0	612908300.0	5069400.0	100.0	36.0	22889967.0	21276048.0	18997675.0	1037487.0	26.28	235.1	85.1	84.04	10.885568	-1.086617
PF0809-C	1094	Ghana	Kassena	ERS360489	2013-09-03		2893700600.0	2695788500.0	59068400.0	100.0	36.9	22897656.0	22551646.0	22148192.0	18514230.0	115.82	235.3	80.3	90.59	10.885568	-1.086617
PF0810-C	1094	Ghana	Kassena	ERS360497	2013-09-03		1919936800.0	78429400.0	938200.0	100.0	35.6	19228731.0	6299401.0	462032.0	26139.0	3.96	245.5	84.2	22.13	10.885568	-1.086617
PF0811-C	1094	Ghana	Kassena	ERS360505	2013-09-04		2941317000.0	2724197300.0	29149100.0	100.0	36.0	22905076.0	22596125.0	22221113.0	18728390.0	118.25	229.6	74.0	90.79	10.885568	-1.086617
PF0812-C	1094	Ghana	Kassena	ERS384342	2013-09-04		330633400.0	302506900.0	28058700.0	100.0	36.8	22238547.0	18412114.0	14047195.0	15141.0	13.29	224.6	75.0	70.72	10.885568	-1.086617
